activity_id,week,location_id,co_share_group
A1040,16,PLAT:D1BET:D1H01:EB,p3
A1040,16,PLAT:D1BET:D1H02:EB,p3
A1040,16,PLAT:D1BET:D1S15:EB,p3
A1040,16,PLAT:D1BET:D1S16:EB,p3
A1040,16,SEC:D1BET:D1H01_D1H02:EB,p3
A1040,16,SEC:D1BET:D1H02_D1S15:EB,p3
A1040,16,SEC:D1BET:D1S15_D1S16:EB,p3
A1040,17,PLAT:D1BET:D1H01:EB,p5
A1040,17,PLAT:D1BET:D1H02:EB,p5
A1040,17,PLAT:D1BET:D1S15:EB,p5
A1040,17,PLAT:D1BET:D1S16:EB,p5
A1040,17,SEC:D1BET:D1H01_D1H02:EB,p5
A1040,17,SEC:D1BET:D1H02_D1S15:EB,p5
A1040,17,SEC:D1BET:D1S15_D1S16:EB,p5
A1040,18,PLAT:D1BET:D1H01:EB,p4
A1040,18,PLAT:D1BET:D1H02:EB,p4
A1040,18,PLAT:D1BET:D1S15:EB,p4
A1040,18,PLAT:D1BET:D1S16:EB,p4
A1040,18,SEC:D1BET:D1H01_D1H02:EB,p4
A1040,18,SEC:D1BET:D1H02_D1S15:EB,p4
A1040,18,SEC:D1BET:D1S15_D1S16:EB,p4
A1040,19,PLAT:D1BET:D1H01:EB,p2
A1040,19,PLAT:D1BET:D1H02:EB,p2
A1040,19,PLAT:D1BET:D1S15:EB,p2
A1040,19,PLAT:D1BET:D1S16:EB,p2
A1040,19,SEC:D1BET:D1H01_D1H02:EB,p2
A1040,19,SEC:D1BET:D1H02_D1S15:EB,p2
A1040,19,SEC:D1BET:D1S15_D1S16:EB,p2
A1040,20,PLAT:D1BET:D1H01:EB,p1
A1040,20,PLAT:D1BET:D1H02:EB,p1
A1040,20,PLAT:D1BET:D1S15:EB,p1
A1040,20,PLAT:D1BET:D1S16:EB,p1
A1040,20,SEC:D1BET:D1H01_D1H02:EB,p1
A1040,20,SEC:D1BET:D1H02_D1S15:EB,p1
A1040,20,SEC:D1BET:D1S15_D1S16:EB,p1
A1040,21,PLAT:D1BET:D1H01:EB,p2
A1040,21,PLAT:D1BET:D1H02:EB,p2
A1040,21,PLAT:D1BET:D1S15:EB,p2
A1040,21,PLAT:D1BET:D1S16:EB,p2
A1040,21,SEC:D1BET:D1H01_D1H02:EB,p2
A1040,21,SEC:D1BET:D1H02_D1S15:EB,p2
A1040,21,SEC:D1BET:D1S15_D1S16:EB,p2
A1041,11,PLAT:D1BET:D1S15:EB,p1
A1041,11,PLAT:D1BET:D1S16:EB,p1
A1041,11,SEC:D1BET:D1S15_D1S16:EB,p1
A1041,12,PLAT:D1BET:D1S15:EB,p2
A1041,12,PLAT:D1BET:D1S16:EB,p2
A1041,12,SEC:D1BET:D1S15_D1S16:EB,p2
A1042,23,PLAT:D1BET:D1S15:EB,p1
A1042,23,PLAT:D1BET:D1S16:EB,p1
A1042,23,PLAT:D1BET:D1S17:EB,p1
A1042,23,PLAT:D1BET:D1S18:EB,p1
A1042,23,SEC:D1BET:D1S15_D1S16:EB,p1
A1042,23,SEC:D1BET:D1S16_D1S17:EB,p1
A1042,23,SEC:D1BET:D1S17_D1S18:EB,p1
A1042,24,PLAT:D1BET:D1S15:EB,p2
A1042,24,PLAT:D1BET:D1S16:EB,p2
A1042,24,PLAT:D1BET:D1S17:EB,p2
A1042,24,PLAT:D1BET:D1S18:EB,p2
A1042,24,SEC:D1BET:D1S15_D1S16:EB,p2
A1042,24,SEC:D1BET:D1S16_D1S17:EB,p2
A1042,24,SEC:D1BET:D1S17_D1S18:EB,p2
A1042,25,PLAT:D1BET:D1S15:EB,p2
A1042,25,PLAT:D1BET:D1S16:EB,p2
A1042,25,PLAT:D1BET:D1S17:EB,p2
A1042,25,PLAT:D1BET:D1S18:EB,p2
A1042,25,SEC:D1BET:D1S15_D1S16:EB,p2
A1042,25,SEC:D1BET:D1S16_D1S17:EB,p2
A1042,25,SEC:D1BET:D1S17_D1S18:EB,p2
A1043,13,PLAT:D1BET:D1H02:EB,p2
A1043,13,PLAT:D1BET:D1S15:EB,p2
A1043,13,PLAT:D1BET:D1S16:EB,p2
A1043,13,PLAT:D1BET:D1S17:EB,p2
A1043,13,SEC:D1BET:D1H02_D1S15:EB,p2
A1043,13,SEC:D1BET:D1S15_D1S16:EB,p2
A1043,13,SEC:D1BET:D1S16_D1S17:EB,p2
A1043,14,PLAT:D1BET:D1H02:EB,p7
A1043,14,PLAT:D1BET:D1S15:EB,p7
A1043,14,PLAT:D1BET:D1S16:EB,p7
A1043,14,PLAT:D1BET:D1S17:EB,p7
A1043,14,SEC:D1BET:D1H02_D1S15:EB,p7
A1043,14,SEC:D1BET:D1S15_D1S16:EB,p7
A1043,14,SEC:D1BET:D1S16_D1S17:EB,p7
A1046,10,PLAT:D1ALP:D1S05:WB,p7
A1046,10,PLAT:D1ALP:D1S06:WB,p7
A1046,10,SEC:D1ALP:D1S05_D1S06:WB,p7
A1046,11,PLAT:D1ALP:D1S05:WB,p7
A1046,11,PLAT:D1ALP:D1S06:WB,p7
A1046,11,SEC:D1ALP:D1S05_D1S06:WB,p7
A1046,12,PLAT:D1ALP:D1S05:WB,p7
A1046,12,PLAT:D1ALP:D1S06:WB,p7
A1046,12,SEC:D1ALP:D1S05_D1S06:WB,p7
A1046,13,PLAT:D1ALP:D1S05:WB,p6
A1046,13,PLAT:D1ALP:D1S06:WB,p6
A1046,13,SEC:D1ALP:D1S05_D1S06:WB,p6
A1046,9,PLAT:D1ALP:D1S05:WB,p7
A1046,9,PLAT:D1ALP:D1S06:WB,p7
A1046,9,SEC:D1ALP:D1S05_D1S06:WB,p7
A1047,13,PLAT:D1ALP:D1H02:EB,p6
A1047,13,PLAT:D1ALP:D1S05:EB,p6
A1047,13,PLAT:D1ALP:D1S06:EB,p6
A1047,13,SEC:D1ALP:D1H02_D1S05:EB,p6
A1047,13,SEC:D1ALP:D1S05_D1S06:EB,p6
A1047,14,PLAT:D1ALP:D1H02:EB,p5
A1047,14,PLAT:D1ALP:D1S05:EB,p5
A1047,14,PLAT:D1ALP:D1S06:EB,p5
A1047,14,SEC:D1ALP:D1H02_D1S05:EB,p5
A1047,14,SEC:D1ALP:D1S05_D1S06:EB,p5
A1048,1,PLAT:D1BET:D1S13:EB,p7
A1048,1,PLAT:D1BET:D1S14:EB,p7
A1048,1,SEC:D1BET:D1S13_D1S14:EB,p7
A1048,2,PLAT:D1BET:D1S13:EB,p7
A1048,2,PLAT:D1BET:D1S14:EB,p7
A1048,2,SEC:D1BET:D1S13_D1S14:EB,p7
A1048,3,PLAT:D1BET:D1S13:EB,p7
A1048,3,PLAT:D1BET:D1S14:EB,p7
A1048,3,SEC:D1BET:D1S13_D1S14:EB,p7
A1049,10,PLAT:D1BET:D1H02:WB,p2
A1049,10,PLAT:D1BET:D1S15:WB,p2
A1049,10,PLAT:D1BET:D1S16:WB,p2
A1049,10,SEC:D1BET:D1H02_D1S15:WB,p2
A1049,10,SEC:D1BET:D1S15_D1S16:WB,p2
A1049,11,PLAT:D1BET:D1H02:WB,p2
A1049,11,PLAT:D1BET:D1S15:WB,p2
A1049,11,PLAT:D1BET:D1S16:WB,p2
A1049,11,SEC:D1BET:D1H02_D1S15:WB,p2
A1049,11,SEC:D1BET:D1S15_D1S16:WB,p2
A1049,12,PLAT:D1BET:D1H02:WB,p6
A1049,12,PLAT:D1BET:D1S15:WB,p6
A1049,12,PLAT:D1BET:D1S16:WB,p6
A1049,12,SEC:D1BET:D1H02_D1S15:WB,p6
A1049,12,SEC:D1BET:D1S15_D1S16:WB,p6
A1049,8,PLAT:D1BET:D1H02:WB,p1
A1049,8,PLAT:D1BET:D1S15:WB,p1
A1049,8,PLAT:D1BET:D1S16:WB,p1
A1049,8,SEC:D1BET:D1H02_D1S15:WB,p1
A1049,8,SEC:D1BET:D1S15_D1S16:WB,p1
A1049,9,PLAT:D1BET:D1H02:WB,p5
A1049,9,PLAT:D1BET:D1S15:WB,p5
A1049,9,PLAT:D1BET:D1S16:WB,p5
A1049,9,SEC:D1BET:D1H02_D1S15:WB,p5
A1049,9,SEC:D1BET:D1S15_D1S16:WB,p5
A1050,17,PLAT:D1ALP:D1H01:WB,p7
A1050,17,PLAT:D1ALP:D1S03:WB,p7
A1050,17,PLAT:D1ALP:D1S04:WB,p7
A1050,17,SEC:D1ALP:D1S03_D1S04:WB,p7
A1050,17,SEC:D1ALP:D1S04_D1H01:WB,p7
A1050,18,PLAT:D1ALP:D1H01:WB,p7
A1050,18,PLAT:D1ALP:D1S03:WB,p7
A1050,18,PLAT:D1ALP:D1S04:WB,p7
A1050,18,SEC:D1ALP:D1S03_D1S04:WB,p7
A1050,18,SEC:D1ALP:D1S04_D1H01:WB,p7
A1051,26,PLAT:D1BET:D1S17:WB,p6
A1051,26,PLAT:D1BET:D1S18:WB,p6
A1051,26,SEC:D1BET:D1S17_D1S18:WB,p6
A1051,27,PLAT:D1BET:D1S17:WB,p3
A1051,27,PLAT:D1BET:D1S18:WB,p3
A1051,27,SEC:D1BET:D1S17_D1S18:WB,p3
A1054,17,PLAT:D1ALP:D1H01:EB,p3
A1054,17,PLAT:D1ALP:D1H02:EB,p3
A1054,17,PLAT:D1ALP:D1S04:EB,p3
A1054,17,PLAT:D1ALP:D1S05:EB,p3
A1054,17,SEC:D1ALP:D1H01_D1H02:EB,p3
A1054,17,SEC:D1ALP:D1H02_D1S05:EB,p3
A1054,17,SEC:D1ALP:D1S04_D1H01:EB,p3
A1054,18,PLAT:D1ALP:D1H01:EB,p3
A1054,18,PLAT:D1ALP:D1H02:EB,p3
A1054,18,PLAT:D1ALP:D1S04:EB,p3
A1054,18,PLAT:D1ALP:D1S05:EB,p3
A1054,18,SEC:D1ALP:D1H01_D1H02:EB,p3
A1054,18,SEC:D1ALP:D1H02_D1S05:EB,p3
A1054,18,SEC:D1ALP:D1S04_D1H01:EB,p3
A1055,16,PLAT:D1BET:D1H01:EB,p3
A1055,16,PLAT:D1BET:D1H02:EB,p3
A1055,16,PLAT:D1BET:D1S13:EB,p3
A1055,16,PLAT:D1BET:D1S14:EB,p3
A1055,16,SEC:D1BET:D1H01_D1H02:EB,p3
A1055,16,SEC:D1BET:D1S13_D1S14:EB,p3
A1055,16,SEC:D1BET:D1S14_D1H01:EB,p3
A1056,18,PLAT:D1ALP:D1H02:WB,p1
A1056,18,PLAT:D1ALP:D1S05:WB,p1
A1056,18,PLAT:D1ALP:D1S06:WB,p1
A1056,18,PLAT:D1ALP:D1S07:WB,p1
A1056,18,SEC:D1ALP:D1H02_D1S05:WB,p1
A1056,18,SEC:D1ALP:D1S05_D1S06:WB,p1
A1056,18,SEC:D1ALP:D1S06_D1S07:WB,p1
A1056,19,PLAT:D1ALP:D1H02:WB,p3
A1056,19,PLAT:D1ALP:D1S05:WB,p3
A1056,19,PLAT:D1ALP:D1S06:WB,p3
A1056,19,PLAT:D1ALP:D1S07:WB,p3
A1056,19,SEC:D1ALP:D1H02_D1S05:WB,p3
A1056,19,SEC:D1ALP:D1S05_D1S06:WB,p3
A1056,19,SEC:D1ALP:D1S06_D1S07:WB,p3
A1057,15,PLAT:D1BET:D1H02:EB,p7
A1057,15,PLAT:D1BET:D1S15:EB,p7
A1057,15,PLAT:D1BET:D1S16:EB,p7
A1057,15,SEC:D1BET:D1H02_D1S15:EB,p7
A1057,15,SEC:D1BET:D1S15_D1S16:EB,p7
A1057,17,PLAT:D1BET:D1H02:EB,p5
A1057,17,PLAT:D1BET:D1S15:EB,p5
A1057,17,PLAT:D1BET:D1S16:EB,p5
A1057,17,SEC:D1BET:D1H02_D1S15:EB,p5
A1057,17,SEC:D1BET:D1S15_D1S16:EB,p5
A1057,18,PLAT:D1BET:D1H02:EB,p4
A1057,18,PLAT:D1BET:D1S15:EB,p4
A1057,18,PLAT:D1BET:D1S16:EB,p4
A1057,18,SEC:D1BET:D1H02_D1S15:EB,p4
A1057,18,SEC:D1BET:D1S15_D1S16:EB,p4
A1057,19,PLAT:D1BET:D1H02:EB,p2
A1057,19,PLAT:D1BET:D1S15:EB,p2
A1057,19,PLAT:D1BET:D1S16:EB,p2
A1057,19,SEC:D1BET:D1H02_D1S15:EB,p2
A1057,19,SEC:D1BET:D1S15_D1S16:EB,p2
A1057,20,PLAT:D1BET:D1H02:EB,p1
A1057,20,PLAT:D1BET:D1S15:EB,p1
A1057,20,PLAT:D1BET:D1S16:EB,p1
A1057,20,SEC:D1BET:D1H02_D1S15:EB,p1
A1057,20,SEC:D1BET:D1S15_D1S16:EB,p1
A1057,21,PLAT:D1BET:D1H02:EB,p2
A1057,21,PLAT:D1BET:D1S15:EB,p2
A1057,21,PLAT:D1BET:D1S16:EB,p2
A1057,21,SEC:D1BET:D1H02_D1S15:EB,p2
A1057,21,SEC:D1BET:D1S15_D1S16:EB,p2
A1057,22,PLAT:D1BET:D1H02:EB,p1
A1057,22,PLAT:D1BET:D1S15:EB,p1
A1057,22,PLAT:D1BET:D1S16:EB,p1
A1057,22,SEC:D1BET:D1H02_D1S15:EB,p1
A1057,22,SEC:D1BET:D1S15_D1S16:EB,p1
A1058,2,PLAT:D1ALP:D1H01:WB,p1
A1058,2,PLAT:D1ALP:D1H02:WB,p1
A1058,2,PLAT:D1ALP:D1S03:WB,p1
A1058,2,PLAT:D1ALP:D1S04:WB,p1
A1058,2,SEC:D1ALP:D1H01_D1H02:WB,p1
A1058,2,SEC:D1ALP:D1S03_D1S04:WB,p1
A1058,2,SEC:D1ALP:D1S04_D1H01:WB,p1
A1058,3,PLAT:D1ALP:D1H01:WB,p4
A1058,3,PLAT:D1ALP:D1H02:WB,p4
A1058,3,PLAT:D1ALP:D1S03:WB,p4
A1058,3,PLAT:D1ALP:D1S04:WB,p4
A1058,3,SEC:D1ALP:D1H01_D1H02:WB,p4
A1058,3,SEC:D1ALP:D1S03_D1S04:WB,p4
A1058,3,SEC:D1ALP:D1S04_D1H01:WB,p4
A1058,4,PLAT:D1ALP:D1H01:WB,p5
A1058,4,PLAT:D1ALP:D1H02:WB,p5
A1058,4,PLAT:D1ALP:D1S03:WB,p5
A1058,4,PLAT:D1ALP:D1S04:WB,p5
A1058,4,SEC:D1ALP:D1H01_D1H02:WB,p5
A1058,4,SEC:D1ALP:D1S03_D1S04:WB,p5
A1058,4,SEC:D1ALP:D1S04_D1H01:WB,p5
A1058,5,PLAT:D1ALP:D1H01:WB,p2
A1058,5,PLAT:D1ALP:D1H02:WB,p2
A1058,5,PLAT:D1ALP:D1S03:WB,p2
A1058,5,PLAT:D1ALP:D1S04:WB,p2
A1058,5,SEC:D1ALP:D1H01_D1H02:WB,p2
A1058,5,SEC:D1ALP:D1S03_D1S04:WB,p2
A1058,5,SEC:D1ALP:D1S04_D1H01:WB,p2
A1058,6,PLAT:D1ALP:D1H01:WB,p7
A1058,6,PLAT:D1ALP:D1H02:WB,p7
A1058,6,PLAT:D1ALP:D1S03:WB,p7
A1058,6,PLAT:D1ALP:D1S04:WB,p7
A1058,6,SEC:D1ALP:D1H01_D1H02:WB,p7
A1058,6,SEC:D1ALP:D1S03_D1S04:WB,p7
A1058,6,SEC:D1ALP:D1S04_D1H01:WB,p7
A1058,7,PLAT:D1ALP:D1H01:WB,p1
A1058,7,PLAT:D1ALP:D1H02:WB,p1
A1058,7,PLAT:D1ALP:D1S03:WB,p1
A1058,7,PLAT:D1ALP:D1S04:WB,p1
A1058,7,SEC:D1ALP:D1H01_D1H02:WB,p1
A1058,7,SEC:D1ALP:D1S03_D1S04:WB,p1
A1058,7,SEC:D1ALP:D1S04_D1H01:WB,p1
A1058,8,PLAT:D1ALP:D1H01:WB,p7
A1058,8,PLAT:D1ALP:D1H02:WB,p7
A1058,8,PLAT:D1ALP:D1S03:WB,p7
A1058,8,PLAT:D1ALP:D1S04:WB,p7
A1058,8,SEC:D1ALP:D1H01_D1H02:WB,p7
A1058,8,SEC:D1ALP:D1S03_D1S04:WB,p7
A1058,8,SEC:D1ALP:D1S04_D1H01:WB,p7
A1059,14,PLAT:D1ALP:D1S06:WB,p6
A1059,14,PLAT:D1ALP:D1S07:WB,p6
A1059,14,PLAT:D1ALP:D1S08:WB,p6
A1059,14,SEC:D1ALP:D1S06_D1S07:WB,p6
A1059,14,SEC:D1ALP:D1S07_D1S08:WB,p6
A1059,15,PLAT:D1ALP:D1S06:WB,p7
A1059,15,PLAT:D1ALP:D1S07:WB,p7
A1059,15,PLAT:D1ALP:D1S08:WB,p7
A1059,15,SEC:D1ALP:D1S06_D1S07:WB,p7
A1059,15,SEC:D1ALP:D1S07_D1S08:WB,p7
A1059,16,PLAT:D1ALP:D1S06:WB,p1
A1059,16,PLAT:D1ALP:D1S07:WB,p1
A1059,16,PLAT:D1ALP:D1S08:WB,p1
A1059,16,SEC:D1ALP:D1S06_D1S07:WB,p1
A1059,16,SEC:D1ALP:D1S07_D1S08:WB,p1
A1059,17,PLAT:D1ALP:D1S06:WB,p7
A1059,17,PLAT:D1ALP:D1S07:WB,p7
A1059,17,PLAT:D1ALP:D1S08:WB,p7
A1059,17,SEC:D1ALP:D1S06_D1S07:WB,p7
A1059,17,SEC:D1ALP:D1S07_D1S08:WB,p7
A1059,18,PLAT:D1ALP:D1S06:WB,p6
A1059,18,PLAT:D1ALP:D1S07:WB,p6
A1059,18,PLAT:D1ALP:D1S08:WB,p6
A1059,18,SEC:D1ALP:D1S06_D1S07:WB,p6
A1059,18,SEC:D1ALP:D1S07_D1S08:WB,p6
A1059,19,PLAT:D1ALP:D1S06:WB,p2
A1059,19,PLAT:D1ALP:D1S07:WB,p2
A1059,19,PLAT:D1ALP:D1S08:WB,p2
A1059,19,SEC:D1ALP:D1S06_D1S07:WB,p2
A1059,19,SEC:D1ALP:D1S07_D1S08:WB,p2
A1060,13,PLAT:D1BET:D1H02:EB,p2
A1060,13,PLAT:D1BET:D1S15:EB,p2
A1060,13,PLAT:D1BET:D1S16:EB,p2
A1060,13,SEC:D1BET:D1H02_D1S15:EB,p2
A1060,13,SEC:D1BET:D1S15_D1S16:EB,p2
A1060,14,PLAT:D1BET:D1H02:EB,p7
A1060,14,PLAT:D1BET:D1S15:EB,p7
A1060,14,PLAT:D1BET:D1S16:EB,p7
A1060,14,SEC:D1BET:D1H02_D1S15:EB,p7
A1060,14,SEC:D1BET:D1S15_D1S16:EB,p7
A1060,16,PLAT:D1BET:D1H02:EB,p3
A1060,16,PLAT:D1BET:D1S15:EB,p3
A1060,16,PLAT:D1BET:D1S16:EB,p3
A1060,16,SEC:D1BET:D1H02_D1S15:EB,p3
A1060,16,SEC:D1BET:D1S15_D1S16:EB,p3
A1061,10,PLAT:D1BET:D1H01:EB,p5
A1061,10,PLAT:D1BET:D1H02:EB,p5
A1061,10,PLAT:D1BET:D1S15:EB,p5
A1061,10,SEC:D1BET:D1H01_D1H02:EB,p5
A1061,10,SEC:D1BET:D1H02_D1S15:EB,p5
A1061,4,PLAT:D1BET:D1H01:EB,p7
A1061,4,PLAT:D1BET:D1H02:EB,p7
A1061,4,PLAT:D1BET:D1S15:EB,p7
A1061,4,SEC:D1BET:D1H01_D1H02:EB,p7
A1061,4,SEC:D1BET:D1H02_D1S15:EB,p7
A1061,5,PLAT:D1BET:D1H01:EB,p4
A1061,5,PLAT:D1BET:D1H02:EB,p4
A1061,5,PLAT:D1BET:D1S15:EB,p4
A1061,5,SEC:D1BET:D1H01_D1H02:EB,p4
A1061,5,SEC:D1BET:D1H02_D1S15:EB,p4
A1061,6,PLAT:D1BET:D1H01:EB,p7
A1061,6,PLAT:D1BET:D1H02:EB,p7
A1061,6,PLAT:D1BET:D1S15:EB,p7
A1061,6,SEC:D1BET:D1H01_D1H02:EB,p7
A1061,6,SEC:D1BET:D1H02_D1S15:EB,p7
A1061,7,PLAT:D1BET:D1H01:EB,p1
A1061,7,PLAT:D1BET:D1H02:EB,p1
A1061,7,PLAT:D1BET:D1S15:EB,p1
A1061,7,SEC:D1BET:D1H01_D1H02:EB,p1
A1061,7,SEC:D1BET:D1H02_D1S15:EB,p1
A1061,8,PLAT:D1BET:D1H01:EB,p4
A1061,8,PLAT:D1BET:D1H02:EB,p4
A1061,8,PLAT:D1BET:D1S15:EB,p4
A1061,8,SEC:D1BET:D1H01_D1H02:EB,p4
A1061,8,SEC:D1BET:D1H02_D1S15:EB,p4
A1061,9,PLAT:D1BET:D1H01:EB,p1
A1061,9,PLAT:D1BET:D1H02:EB,p1
A1061,9,PLAT:D1BET:D1S15:EB,p1
A1061,9,SEC:D1BET:D1H01_D1H02:EB,p1
A1061,9,SEC:D1BET:D1H02_D1S15:EB,p1
A1063,5,PLAT:D1BET:D1H01:EB,p4
A1063,5,PLAT:D1BET:D1H02:EB,p4
A1063,5,PLAT:D1BET:D1S14:EB,p4
A1063,5,SEC:D1BET:D1H01_D1H02:EB,p4
A1063,5,SEC:D1BET:D1S14_D1H01:EB,p4
A1064,16,PLAT:D1BET:D1S15:WB,p1
A1064,16,PLAT:D1BET:D1S16:WB,p1
A1064,16,SEC:D1BET:D1S15_D1S16:WB,p1
A1065,19,PLAT:D1BET:D1S12:WB,p5
A1065,19,PLAT:D1BET:D1S13:WB,p5
A1065,19,SEC:D1BET:D1S12_D1S13:WB,p5
A1066,25,PLAT:D1ALP:D1H01:WB,p1
A1066,25,PLAT:D1ALP:D1S02:WB,p1
A1066,25,PLAT:D1ALP:D1S03:WB,p1
A1066,25,PLAT:D1ALP:D1S04:WB,p1
A1066,25,SEC:D1ALP:D1S02_D1S03:WB,p1
A1066,25,SEC:D1ALP:D1S03_D1S04:WB,p1
A1066,25,SEC:D1ALP:D1S04_D1H01:WB,p1
A1069,10,PLAT:D1ALP:D1H01:WB,p5
A1069,10,PLAT:D1ALP:D1H02:WB,p5
A1069,10,PLAT:D1ALP:D1S03:WB,p5
A1069,10,PLAT:D1ALP:D1S04:WB,p5
A1069,10,SEC:D1ALP:D1H01_D1H02:WB,p5
A1069,10,SEC:D1ALP:D1S03_D1S04:WB,p5
A1069,10,SEC:D1ALP:D1S04_D1H01:WB,p5
A1069,9,PLAT:D1ALP:D1H01:WB,p2
A1069,9,PLAT:D1ALP:D1H02:WB,p2
A1069,9,PLAT:D1ALP:D1S03:WB,p2
A1069,9,PLAT:D1ALP:D1S04:WB,p2
A1069,9,SEC:D1ALP:D1H01_D1H02:WB,p2
A1069,9,SEC:D1ALP:D1S03_D1S04:WB,p2
A1069,9,SEC:D1ALP:D1S04_D1H01:WB,p2
A1070,11,PLAT:D1ALP:D1H01:WB,p1
A1070,11,PLAT:D1ALP:D1S03:WB,p1
A1070,11,PLAT:D1ALP:D1S04:WB,p1
A1070,11,SEC:D1ALP:D1S03_D1S04:WB,p1
A1070,11,SEC:D1ALP:D1S04_D1H01:WB,p1
A1070,12,PLAT:D1ALP:D1H01:WB,p3
A1070,12,PLAT:D1ALP:D1S03:WB,p3
A1070,12,PLAT:D1ALP:D1S04:WB,p3
A1070,12,SEC:D1ALP:D1S03_D1S04:WB,p3
A1070,12,SEC:D1ALP:D1S04_D1H01:WB,p3
A1070,13,PLAT:D1ALP:D1H01:WB,p2
A1070,13,PLAT:D1ALP:D1S03:WB,p2
A1070,13,PLAT:D1ALP:D1S04:WB,p2
A1070,13,SEC:D1ALP:D1S03_D1S04:WB,p2
A1070,13,SEC:D1ALP:D1S04_D1H01:WB,p2
A1070,14,PLAT:D1ALP:D1H01:WB,p1
A1070,14,PLAT:D1ALP:D1S03:WB,p1
A1070,14,PLAT:D1ALP:D1S04:WB,p1
A1070,14,SEC:D1ALP:D1S03_D1S04:WB,p1
A1070,14,SEC:D1ALP:D1S04_D1H01:WB,p1
A1070,15,PLAT:D1ALP:D1H01:WB,p1
A1070,15,PLAT:D1ALP:D1S03:WB,p1
A1070,15,PLAT:D1ALP:D1S04:WB,p1
A1070,15,SEC:D1ALP:D1S03_D1S04:WB,p1
A1070,15,SEC:D1ALP:D1S04_D1H01:WB,p1
A1071,15,PLAT:D1BET:D1S15:EB,p3
A1071,15,PLAT:D1BET:D1S16:EB,p3
A1071,15,PLAT:D1BET:D1S17:EB,p3
A1071,15,SEC:D1BET:D1S15_D1S16:EB,p3
A1071,15,SEC:D1BET:D1S16_D1S17:EB,p3
A1072,23,PLAT:D1ALP:D1H01:EB,p7
A1072,23,PLAT:D1ALP:D1H02:EB,p7
A1072,23,PLAT:D1ALP:D1S04:EB,p7
A1072,23,SEC:D1ALP:D1H01_D1H02:EB,p7
A1072,23,SEC:D1ALP:D1S04_D1H01:EB,p7
A1073,22,PLAT:D1BET:D1H01:EB,p1
A1073,22,PLAT:D1BET:D1H02:EB,p1
A1073,22,PLAT:D1BET:D1S15:EB,p1
A1073,22,SEC:D1BET:D1H01_D1H02:EB,p1
A1073,22,SEC:D1BET:D1H02_D1S15:EB,p1
A1074,19,PLAT:D1ALP:D1H01:EB,p1
A1074,19,PLAT:D1ALP:D1H02:EB,p1
A1074,19,SEC:D1ALP:D1H01_D1H02:EB,p1
A1075,24,PLAT:D1BET:D1H01:WB,p1
A1075,24,PLAT:D1BET:D1H02:WB,p1
A1075,24,SEC:D1BET:D1H01_D1H02:WB,p1
A2001,21,PLAT:D2BET:D2S15:EB,p7
A2001,21,PLAT:D2BET:D2S16:EB,p7
A2001,21,PLAT:D2BET:D2S17:EB,p7
A2001,21,SEC:D2BET:D2S15_D2S16:EB,p7
A2001,21,SEC:D2BET:D2S16_D2S17:EB,p7
A2001,22,PLAT:D2BET:D2S15:EB,p7
A2001,22,PLAT:D2BET:D2S16:EB,p7
A2001,22,PLAT:D2BET:D2S17:EB,p7
A2001,22,SEC:D2BET:D2S15_D2S16:EB,p7
A2001,22,SEC:D2BET:D2S16_D2S17:EB,p7
A2002,1,PLAT:D2BET:D2S11:WB,p7
A2002,1,PLAT:D2BET:D2S12:WB,p7
A2002,1,PLAT:D2BET:D2S13:WB,p7
A2002,1,SEC:D2BET:D2S11_D2S12:WB,p7
A2002,1,SEC:D2BET:D2S12_D2S13:WB,p7
A2003,11,PLAT:D2BET:D2H01:EB,p6
A2003,11,PLAT:D2BET:D2H02:EB,p6
A2003,11,PLAT:D2BET:D2S15:EB,p6
A2003,11,PLAT:D2BET:D2S16:EB,p6
A2003,11,SEC:D2BET:D2H01_D2H02:EB,p6
A2003,11,SEC:D2BET:D2H02_D2S15:EB,p6
A2003,11,SEC:D2BET:D2S15_D2S16:EB,p6
A2003,12,PLAT:D2BET:D2H01:EB,p7
A2003,12,PLAT:D2BET:D2H02:EB,p7
A2003,12,PLAT:D2BET:D2S15:EB,p7
A2003,12,PLAT:D2BET:D2S16:EB,p7
A2003,12,SEC:D2BET:D2H01_D2H02:EB,p7
A2003,12,SEC:D2BET:D2H02_D2S15:EB,p7
A2003,12,SEC:D2BET:D2S15_D2S16:EB,p7
A2003,13,PLAT:D2BET:D2H01:EB,p1
A2003,13,PLAT:D2BET:D2H02:EB,p1
A2003,13,PLAT:D2BET:D2S15:EB,p1
A2003,13,PLAT:D2BET:D2S16:EB,p1
A2003,13,SEC:D2BET:D2H01_D2H02:EB,p1
A2003,13,SEC:D2BET:D2H02_D2S15:EB,p1
A2003,13,SEC:D2BET:D2S15_D2S16:EB,p1
A2003,14,PLAT:D2BET:D2H01:EB,p7
A2003,14,PLAT:D2BET:D2H02:EB,p7
A2003,14,PLAT:D2BET:D2S15:EB,p7
A2003,14,PLAT:D2BET:D2S16:EB,p7
A2003,14,SEC:D2BET:D2H01_D2H02:EB,p7
A2003,14,SEC:D2BET:D2H02_D2S15:EB,p7
A2003,14,SEC:D2BET:D2S15_D2S16:EB,p7
A2003,15,PLAT:D2BET:D2H01:EB,p1
A2003,15,PLAT:D2BET:D2H02:EB,p1
A2003,15,PLAT:D2BET:D2S15:EB,p1
